disease,postLink,postHeading,postContent
Muscle Spasm,https://www.drugs.com/answers/anyone-wein-dexilant-60-mg-taking-years-pain-919482.html,Does anyone know how to wein off Dexilant 60 mg. Been taking it four years and in more pain?,"Been treated for acid reflux for 12 yrs. On Nexium 5 yrs, Prevacid 3 yrs and now Dexilant 4 yrs. 2 Nissen Fundoplacations, esophaghus spasms and terrible pain at times--- mostly at night. Taking dexilant, zantac 150 (2) and mylanta--- as needed. MISERABLE--- nothing works. All Dr.s want to do is MORE TESTS and MORE MEDICINES. Now I'm anemic--- and unable to take meds by mouth--without terrible pain. :( Any information would be appreciated. Thank's. "
Muscle Spasm,https://www.drugs.com/answers/lexapro-anyone-muscle-spasms-long-3444727.html,Lexapro - Has anyone had muscle spasms and if so how long did it last?,Started this 8 weeks ago and still have spasms 
Muscle Spasm,https://www.drugs.com/answers/methocarbamol-cramping-spasms-baclofen-effective-3413901.html,I take methocarbamol for cramping and spasms. Is Baclofen also effective?,
Muscle Spasm,https://www.drugs.com/answers/hydroxyzine-injections-daily-trauma-tissue-682399.html,Hydroxyzine ... Injections daily/trauma to my tissue and possible alternatives?,"Oral hydroxyzine is broken down by my liver in such a way that the medication is useless. Because it eliminates my fibromyalgia pain, ends muscle spasms & resets my nervous system my doctor prescribed at home IM injections. Ouch!!! The shot is very painful, burns like fire & must be injected into a nice big muscle, the trauma to the tissue is well documented and I'm running out of real estate.  Since pills do nothing and the shots are impractical does anyone know if there is another delivery system. I dread the idea... but if a suppository or even taking the liquid medication via the rectum is plausible... Well, I'll try just about anything.  Any and all thoughts or ideas are welcome. The drug helps me so much but it's painful damaging tissue. Thanks everyone! "
Muscle Spasm,https://www.drugs.com/answers/terrible-constipation-rectal-spasms-3222387.html,Terrible constipation with rectal spasms?,"I have been having terrible constipation lately, to the point where when I go to the bathroom even just to pee, the sitting position gives me very sharp rectal spasms. This has never happened to me before so I'm kind of concerned. I am on a daily regimen of Resotran 2mg (prucalopride) for constipation, the last couple of days I've been taking Lax-A-Day (propylene glycol powder mixed with water), as well as Senokot with stool softener. Yesterday I had a difficult bowel movement with hard bits of stool (sorry to be so graphic - just trying to give a clear picture of my symptoms), but I still feel like there's a lot in there, and I'm still having the spasms occasionally. I don't know what else to try.if anyone has any advice I'd really appreciate it. This seems to be happening to me a lot lately and I'm really at a loss as to what else to do. Thanks so much. "
Muscle Spasm,https://www.drugs.com/answers/anyone-prescribed-nortriptyline-esophageal-spasm-675917.html,Has anyone been prescribed Nortriptyline for esophageal spasm? I will begin trying it (10mg) and am?,... concerned about side effects of any tricyclic. I am curious about others' experiences using it for the esoph. spasms. 
Muscle Spasm,https://www.drugs.com/answers/long-soma-350mgs-3-times-day-before-wear-657428.html,How long does the soma 350mgs taken 3 times a day last before they wear off?,You don't want to take more then needed and how long does just 2 a day stay in your system? 
Muscle Spasm,https://www.drugs.com/answers/fell-roller-skating-sunday-right-floor-butt-lower-641196.html,"Fell roller skating Sunday right to floor on butt/lower back..now having spasms, shooting leg pain?","tried Flexiril 10 mg last night... did nothing, been taking motrin 800 mg 2-3 X daily since Sunday, but now because I an guarding my lower back so much, my entire mid and lower back are throbbing with the spasms. Any recomendations, going to MD today "
Muscle Spasm,https://www.drugs.com/answers/after-stroke-baclofen-tizanidine-hcl-630540.html,What is better to take after stroke baclofen or tizanidine hcl?,"had stroke, after 5 wks in hosp. came home and was taking tizanidine hcl to help with tone or spatic muscles . later changed to baclofen. this does not seem to help any. is there another drug i might ask doctor about, i am 67 years of age and man, stroke was 6 months ago-- trying to use 4 prong cane to walk but muscles so tense can not extend leg. "
Muscle Spasm,https://www.drugs.com/answers/carisoprodol-contain-acetaminophen-harm-patient-706849.html,Does Carisoprodol contain acetaminophen and will it harm a patient with liver disease?,My brother is in stage 4 liver failure he has a drain tube in his chest to drain fluid from his lungs And the muscles are sore in his back from constantly staying tense to keep from hurting this site also he's in pain would like to know if you could take Soma or anything of a muscle relaxer to help relieve his muscle pain 
Muscle Spasm,https://www.drugs.com/answers/muscle-spasm-thc-muscle-relaxant-qualities-2560117.html,Muscle Spasm - Does THC have any muscle relaxant qualities?,"I'm looking for a suitable, non-narcotic solution to a recent spasm starting at the shoulder and traveling down the rib cage. Root cause may very well be my sleeping position, but after a very recent surgery there aren't many options. "
Muscle Spasm,https://www.drugs.com/answers/side-effect-left-leg-ankle-top-pf-waist-spasms-2937824.html,Side Effect - My left leg from my ankle to the top pf my waist has spasms and so much pain I 't walk,... on my leg? 
Muscle Spasm,https://www.drugs.com/answers/withdrawal-symptoms-effexor-xr-include-tremor-2928224.html,Could withdrawal symptoms from Effexor XR include a tremor and spasms?,I tapered off Effexor XR on August 15th. Since then I'm experiencing a tremor in my left arm and leg and some spasming on my left side. I had an MRI but it came back normal. I'm wondering if it could be withdrawal from the medication. Has anyone experienced anything similar? 
Muscle Spasm,https://www.drugs.com/answers/ambien-muscle-spasms-unberable-foc-soma-compound-2883630.html,Going off ambien having muscle spasms that are unberable. my foc wont let me have soma compound?,it worked for me in the past. he will not tell me why he wont prescribe it. he put me on baclifin. it does not work. i looked up baclifin. it is in the same family as ambien. what do you do when the doctors are ablivious to ambien withdrawal. i tried to talk to him about the ambien. he yelled at me and asked why we were talking about ambien. i cannot change docs right now. i am assigned to see a heart doc. but i know its the ambien. i have been in er three times since going off. high blood pressure and dehydrated. the er wont listen. they keep saying its my chronic pain. but i am not pain. the sponser on this sight. all they say is tell your doc. well thats bull! someone who is going through this hell. please answer me so i can be on this blog. thankyou. 
Muscle Spasm,https://www.drugs.com/answers/hit-high-left-side-back-muscle-spasm-bruise-2814326.html,I got hit in the high left side of the back could it be a muscle spasm or bruise?,I was running the ball and I cut back inside and got hit in the left side of the back (a little under my shoulder blade but more to the left) I got the wind knocked out of me but slowley got back up and walked to the sideline I thought that was all the happened but I had a kinda sharp pain where I got hit so I went over and asked the trainer and he never even took off my pads just felt where I got hit and he said it was just a spasm but when the game was over and I got home I noticed it really hurt to breath deep or turn my body to that side it also hurts to put pressure on where it got hit 
Muscle Spasm,https://www.drugs.com/answers/symptoms-include-headaches-aches-over-body-2811219.html,"Symptoms Include: Headaches, Aches all over my body, Persistently feeling sick, Feverish, Enlarged?","Symptoms Include: Headaches, Aches all over my body, Persistently feeling sick, Feverish, Enlarged spleen or liver, Sore throat, Dizziness, Tiredness without doing anything, muscle spasms. "
